DrLLPSID UniProtID Genename EnsemblGeneID Species Condensate LLPSType References 
LLPS-Mum-0880 Q9QZ49 Ubxn8 ENSMUSG00000052906.7 Mus_musculus Droplet Regulator 29507397 
LLPS-Mum-0913 Q6PD10 Ip6k1 ENSMUSG00000032594.11 Mus_musculus Chromatoidbody Regulator 28743739 
LLPS-Mum-1019 Q9QUR7 Pin1 ENSMUSG00000032171.7 Mus_musculus PML-nuclear-body,Centrosome/Spindlepolebody Regulator 29524504 
LLPS-Mum-1051 P62267 Rps23 ENSMUSG00000049517.8 Mus_musculus Stress-granule,Postsynapticdensity Regulator 24550447 
LLPS-Mum-1070 Q80XI3 Eif4g3 ENSMUSG00000028760.16 Mus_musculus Stress-granule,Postsynapticdensity Regulator 30127386 
LLPS-Mum-1100 Q3UJB9 Edc4 ENSMUSG00000036270.16 Mus_musculus P-body,Chromatoidbody Regulator 27315556 
LLPS-Mum-1168 Q02650 Pax5 ENSMUSG00000014030.15 Mus_musculus PML-nuclear-body Regulator 26703467 
LLPS-Mum-1263 P97379 G3bp2 ENSMUSG00000029405.16 Mus_musculus Stress-granule,Postsynapticdensity Regulator 28096337 
LLPS-Mum-1332 P61957 Sumo2 ENSMUSG00000020738.16 Mus_musculus PML-nuclear-body Regulator 25956166 
LLPS-Mum-1333 Q8BR07 Bicd1 ENSMUSG00000003452.15 Mus_musculus P-body,Stress-granule Regulator 20169188 
LLPS-Mum-1398 O35526 Stx1a ENSMUSG00000007207.10 Mus_musculus Postsynapticdensity,Receptorcluster Regulator 2307161327605700 
LLPS-Mum-1443 Q921F2 Tardbp ENSMUSG00000041459.15 Mus_musculus Stress-granule Regulator 29765078 
LLPS-Mum-1487 Q8CIG8 Prmt5 ENSMUSG00000023110.12 Mus_musculus Stress-granule Regulator 30022074 
LLPS-Mum-1492 P48754 Brca1 ENSMUSG00000017146.12 Mus_musculus PML-nuclear-body,Centrosome/Spindlepolebody Regulator 27295426 
LLPS-Mum-1504 Q9CPX6 Atg3 ENSMUSG00000022663.3 Mus_musculus Stress-granule Regulator 23791177 
LLPS-Mum-1545 Q6ZWX6 Eif2s1 ENSMUSG00000021116.10 Mus_musculus Stress-granule Regulator 2.22236821747576E+31 
LLPS-Mum-1559 Q61474 Msi1 ENSMUSG00000054256.11 Mus_musculus Stress-granule Regulator 25717188 
LLPS-Mum-1615 Q8BMA5 Npat ENSMUSG00000033054.7 Mus_musculus Histonelocusbody Regulator 26030398 
LLPS-Mum-1685 P54823 Ddx6 ENSMUSG00000032097.10 Mus_musculus P-body,Postsynapticdensity Regulator 29262563 
LLPS-Mum-1785 Q8K1K9 Hinfp ENSMUSG00000032119.5 Mus_musculus Histonelocusbody Regulator 26030398 
LLPS-Mum-1794 Q8CJ67 Stau2 ENSMUSG00000025920.19 Mus_musculus Stress-granule Regulator 27030674 
LLPS-Mum-1810 Q99PL6 Ubxn6 ENSMUSG00000019578.11 Mus_musculus Droplet Regulator 29507397 
LLPS-Mum-1813 Q9Z172 Sumo3 ENSMUSG00000020265.16 Mus_musculus PML-nuclear-body Regulator 25956166 
LLPS-Mum-1823 Q8BQ46 Taf15 ENSMUSG00000020680.15 Mus_musculus Stress-granule Regulator 29425503 
LLPS-Mum-1861 Q8K4K2 Trib3 ENSMUSG00000032715.9 Mus_musculus PML-nuclear-body Regulator 28486108 
LLPS-Mum-1893 P60879 Snap25 ENSMUSG00000027273.13 Mus_musculus Postsynapticdensity,Receptorcluster Regulator 2.30716132322017E+23 
LLPS-Mum-1905 Q91YD3 Dcp1a ENSMUSG00000021962.9 Mus_musculus P-body Regulator 2.89043502731555E+23 
LLPS-Mum-2003 Q61768 Kif5b ENSMUSG00000006740.14 Mus_musculus P-body,Stress-granule,Postsynapticdensity Regulator 20169188 
LLPS-Mum-2044 O89033 Cdc6 ENSMUSG00000017499.15 Mus_musculus Spindleapparatus Regulator 15385409 
LLPS-Mum-2049 P29341 Pabpc1 ENSMUSG00000022283.15 Mus_musculus Stress-granule,Chromatoidbody,Postsynapticdensity,Others Regulator 3.01273862703067E+23 
LLPS-Mum-2082 Q60953 Pml ENSMUSG00000036986.16 Mus_musculus PML-nuclear-body Regulator 2.83583732595616E+39 
LLPS-Mum-2120 Q62167 Ddx3x ENSMUSG00000000787.12 Mus_musculus Neuronalgranule,Stress-granule Regulator 1531265027030670 
LLPS-Mum-2155 O88700 Blm ENSMUSG00000030528.12 Mus_musculus PML-nuclear-body Regulator 19742304 
LLPS-Mum-2160 P46935 Nedd4 ENSMUSG00000032216.14 Mus_musculus Stress-granule Regulator 28585553 
LLPS-Mum-2167 Q64729 Tgfbr1 ENSMUSG00000007613.15 Mus_musculus P-body Regulator 29262563 
LLPS-Mum-2186 P63166 Sumo1 ENSMUSG00000026021.15 Mus_musculus Nuclear-speckle,PML-nuclear-body Regulator 1519209225956160 
LLPS-Mum-2291 Q99K48 Nono ENSMUSG00000031311.17 Mus_musculus Paraspeckle,Neuronalgranule,Postsynapticdensity Regulator 27646274 
LLPS-Mum-2409 Q8C0P7 Znf451 ENSMUSG00000042197.13 Mus_musculus PML-nuclear-body Regulator 27343429 
LLPS-Mum-2428 Q64368 Dazl ENSMUSG00000010592.9 Mus_musculus P-body,Stress-granule Regulator 2707229422223680 
LLPS-Mum-2470 P67871 Csnk2b ENSMUSG00000024387.13 Mus_musculus PML-nuclear-body Regulator 30041613 
LLPS-Mum-2526 P02340 Tp53 ENSMUSG00000059552.13 Mus_musculus Histonelocusbody Regulator 26030398 
LLPS-Mum-2599 P70372 Elavl1 ENSMUSG00000040028.10 Mus_musculus Stress-granule,Chromatoidbody,Postsynapticdensity,Others Regulator 25013173 
LLPS-Mum-2681 Q924M5 Boll ENSMUSG00000025977.15 Mus_musculus Stress-granule Regulator 27632217 
LLPS-Mum-2691 Q9QZS2 Rnf4 ENSMUSG00000029110.13 Mus_musculus PML-nuclear-body Regulator 27343429 
LLPS-Mum-2736 P70196 Traf6 ENSMUSG00000027164.8 Mus_musculus P-body Regulator 27315556 
LLPS-Mum-2825 P48025 Syk ENSMUSG00000021457.14 Mus_musculus Stress-granule Regulator 26870803 
LLPS-Mum-2849 O88466 Znf106 ENSMUSG00000027288.16 Mus_musculus Nuclear-speckle Regulator 27418600 
LLPS-Mum-2887 Q8VDC1 Fyco1 ENSMUSG00000025241.16 Mus_musculus Chromatoidbody Regulator 2455444027929720 
LLPS-Mum-2909 Q9Z183 Padi4 ENSMUSG00000025330.6 Mus_musculus Stress-granule Regulator 29425503 
LLPS-Ran-0008 Q07936 Anxa2 ENSRNOG00000010362.7 Rattus_norvegicus Nuclear-speckle,PML-nuclear-body Regulator 26644180 
LLPS-Ran-0013 Q5PQR7 Tia1 ENSRNOG00000016813.7 Rattus_norvegicus Stress-granule Regulator 27836976 
LLPS-Ran-0025 Q5FVM4 Nono ENSRNOG00000003689.6 Rattus_norvegicus Neuronalgranule,Others Regulator 2.53264572565193E+23 
LLPS-Ran-0032 A0A0G2K8K0 Sfpq ENSRNOG00000058461.1 Rattus_norvegicus Others Regulator 27441387 
LLPS-Ran-0033 P19357 Slc2a4 ENSRNOG00000017226.6 Rattus_norvegicus Receptorcluster Regulator 23520472 
LLPS-Ran-0039 M0R9Q1 Rbm14 ENSRNOG00000045568.3 Rattus_norvegicus Others Regulator 27441387 
LLPS-Ran-0045 P68101 Eif2s1 ENSRNOG00000009432.4 Rattus_norvegicus Neuronalgranule,Stress-granule Regulator 1171920827836970 
LLPS-Ran-0047 Q4KLH4 Pspc1 ENSRNOG00000020782.7 Rattus_norvegicus Others Regulator 27441387 
LLPS-Sac-0016 P06634 DED1 YOR204W Saccharomyces_cerevisiae P-body,Stress-granule,Others Regulator 2.3224963267774E+31 
LLPS-Sac-0020 P12695 LAT1 YNL071W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0025 P38182 ATG8 YBL078C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0035 P23968 VMA16 YHR026W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0040 P32501 GCD6 YDR211W Saccharomyces_cerevisiae P-body Regulator 30115954 
LLPS-Sac-0048 P0CX28 RPL42B YHR141C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0057 Q02642 EGD1 YPL037C Saccharomyces_cerevisiae P-body Regulator 23791177 
LLPS-Sac-0062 P34160 STO1 YMR125W Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0065 P46674 SAC3 YDR159W Saccharomyces_cerevisiae Stress-granule Regulator 2725155023791170 
LLPS-Sac-0068 P31384 CCR4 YAL021C Saccharomyces_cerevisiae P-body,Stress-granule,Others Regulator 2.67774052771448E+23 
LLPS-Sac-0082 P32836 GSP2 YOR185C Saccharomyces_cerevisiae P-body Regulator 23791177 
LLPS-Sac-0089 P53197 CDH1 YGL003C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0091 P45978 SCD6 YPR129W Saccharomyces_cerevisiae P-body,Stress-granule Regulator 2777612922686450 
LLPS-Sac-0093 Q06697 CDC73 YLR418C Saccharomyces_cerevisiae Stress-granule,Others Regulator 23791177 
LLPS-Sac-0094 Q99326 YOR338W YOR338W Saccharomyces_cerevisiae P-body Regulator 23791177 
LLPS-Sac-0102 P43601 ATG18 YFR021W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0105 P38279 RTC2 YBR147W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0108 P06103 PRT1 YOR361C Saccharomyces_cerevisiae P-body,Stress-granule,Others Regulator 30192227 
LLPS-Sac-0110 P22203 VMA4 YOR332W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0118 P25694 CDC48 YDL126C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0137 P0CX85 RPL35B YDL136W Saccharomyces_cerevisiae P-body Regulator 23791177 
LLPS-Sac-0141 P40165 YNL200C YNL200C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0148 P04650 RPL39 YJL189W Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0151 Q04493 GIM5 YML094W Saccharomyces_cerevisiae P-body Regulator 23791177 
LLPS-Sac-0160 Q01389 BCK1 YJL095W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0165 Q06706 IKI3 YLR384C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0166 P16140 VMA2 YBR127C Saccharomyces_cerevisiae Stress-granule Regulator 2677740523791170 
LLPS-Sac-0190 Q03697 YMD8 YML038C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0191 Q02455 MLP1 YKR095W Saccharomyces_cerevisiae P-body Regulator 23791177 
LLPS-Sac-0195 P53129 MON1 YGL124C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0203 P39006 PSD1 YNL169C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0210 P53550 DCP2 YNL118C Saccharomyces_cerevisiae P-body,Stress-granule,Others Regulator 2.99151532777612E+31 
LLPS-Sac-0212 Q08702 HNT3 YOR258W Saccharomyces_cerevisiae P-body Regulator 23791177 
LLPS-Sac-0213 Q08220 GSH2 YOL049W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0214 P38123 SWD3 YBR175W Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0217 P46995 SET2 YJL168C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0224 P47017 LSM1 YJL124C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 2.67774052891678E+23 
LLPS-Sac-0230 P43565 RIM15 YFL033C Saccharomyces_cerevisiae Droplet,Stress-granule Regulator 2993722323791170 
LLPS-Sac-0239 P53881 MRPL22 YNL177C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0242 Q00955 ACC1 YNR016C Saccharomyces_cerevisiae Stress-granule,Others Regulator 2648459528231270 
LLPS-Sac-0247 Q06406 LSM6 YDR378C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 2.67774052322496E+23 
LLPS-Sac-0264 P32502 GCD7 YLR291C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 30115954 
LLPS-Sac-0275 P32842 VMA11 YPL234C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0279 Q05471 SWR1 YDR334W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0294 P25515 VMA3 YEL027W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0301 P39008 POP2 YNR052C Saccharomyces_cerevisiae P-body Regulator 17429074 
LLPS-Sac-0308 P06782 SNF1 YDR477W Saccharomyces_cerevisiae Droplet Regulator 29937223 
LLPS-Sac-0314 Q12494 KCS1 YDR017C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0317 P32352 ERG2 YMR202W Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0332 P25615 POL4 YCR014C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0333 P53320 MTM1 YGR257C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0335 P22147 XRN1 YGL173C Saccharomyces_cerevisiae P-body,Stress-granule,TAMbody,Others Regulator 2.67774051747576E+31 
LLPS-Sac-0346 Q03330 GCN5 YGR252W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0360 P53552 THO2 YNL139C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0378 P53632 PAP2 YOL115W Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0379 P13586 PMR1 YGL167C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0401 P0C0X0 RPS28B YLR264W Saccharomyces_cerevisiae P-body Regulator 23791177 
LLPS-Sac-0403 P25655 CDC39 YCR093W Saccharomyces_cerevisiae P-body,Stress-granule,Others Regulator 27692063 
LLPS-Sac-0412 P16862 PFK2 YMR205C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0414 P52918 MSN5 YDR335W Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0418 P11412 ZWF1 YNL241C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0421 P38838 WSS1 YHR134W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0423 P25567 SRO9 YCL037C Saccharomyces_cerevisiae P-body,Stress-granule,Others Regulator 23791177 
LLPS-Sac-0425 P40005 GIM4 YEL003W Saccharomyces_cerevisiae P-body Regulator 23791177 
LLPS-Sac-0431 Q08959 PGC1 YPL206C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0432 P25294 SIS1 YNL007C Saccharomyces_cerevisiae Stress-granule Regulator 2648459526199450 
LLPS-Sac-0434 P53894 CBK1 YNL161W Saccharomyces_cerevisiae P-body,Stress-granule Regulator 2534271728877980 
LLPS-Sac-0446 O13539 THP2 YHR167W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0450 P27810 KTR1 YOR099W Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0460 Q03496 TRM732 YMR259C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0476 P47143 ADO1 YJR105W Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0492 P06245 TPK2 YPL203W Saccharomyces_cerevisiae P-body,Stress-granule,Others Regulator 2904542823105010 
LLPS-Sac-0498 P41812 POP1 YNL221C Saccharomyces_cerevisiae TAMbody Regulator 16585272 
LLPS-Sac-0507 Q04235 TRM12 YML005W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0512 P27466 CMK1 YFR014C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 

LLPS-Sac-0515 Q12052 TGS1 YPL157W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0526 P53331 RNH70 YGR276C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0533 P34167 TIF3 YPR163C Saccharomyces_cerevisiae P-body,Stress-granule,Others Regulator 23791177 
LLPS-Sac-0538 P05374 CHO2 YGR157W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0551 P53898 NSG2 YNL156C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0554 Q05580 HEL2 YDR266C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0558 P25491 YDJ1 YNL064C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 2639241226199450 
LLPS-Sac-0577 P38326 SWC5 YBR231C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0583 Q08649 ESA1 YOR244W Saccharomyces_cerevisiae Stress-granule Regulator 28231279 
LLPS-Sac-0584 Q01477 UBP3 YER151C Saccharomyces_cerevisiae Stress-granule,Others Regulator 2648459526503780 
LLPS-Sac-0596 P23638 PRE9 YGR135W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0600 P40560 YIL001W YIL001W Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0608 Q03497 STE20 YHL007C Saccharomyces_cerevisiae P-body,Stress-granule,Others Regulator 20513766 
LLPS-Sac-0610 P24276 SSD1 YDR293C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 2677740528877980 
LLPS-Sac-0620 Q07551 YDL124W YDL124W Saccharomyces_cerevisiae Stress-granule Regulator 2648459523791170 
LLPS-Sac-0624 Q04311 VMS1 YDR049W Saccharomyces_cerevisiae P-body Regulator 23791177 
LLPS-Sac-0630 P06700 SIR2 YDL042C Saccharomyces_cerevisiae Stress-granule,Others Regulator 23791177 
LLPS-Sac-0634 P38430 YMR262W YMR262W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0635 P53938 EOS1 YNL080C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0639 P35845 SWH1 YAR042W Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0641 Q06336 GGA1 YDR358W Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0652 P48565 RIM21 YNL294C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0655 Q12155 YLR050C YLR050C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0656 P39998 EDC3 YEL015W Saccharomyces_cerevisiae P-body Regulator 1.74290742991515E+47 
LLPS-Sac-0663 P38819 ERP5 YHR110W Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0674 P53866 SQS1 YNL224C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0681 P41806 VMA21 YGR105W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0684 P06244 TPK1 YJL164C Saccharomyces_cerevisiae P-body Regulator 23105015 
LLPS-Sac-0687 P32770 NRP1 YDL167C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 2.3224963267774E+31 
LLPS-Sac-0691 P05986 TPK3 YKL166C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 2310501529045420 
LLPS-Sac-0696 P35169 TOR1 YJR066W Saccharomyces_cerevisiae Droplet Regulator 29937223 
LLPS-Sac-0706 Q08231 THP1 YOL072W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0710 Q06337 EAF1 YDR359C Saccharomyces_cerevisiae Stress-granule Regulator 28231279 
LLPS-Sac-0720 Q12527 ATG11 YPR049C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0726 P06783 STE3 YKL178C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0727 Q12329 HSP42 YDR171W Saccharomyces_cerevisiae Stress-granule,Others Regulator 2648459522337760 
LLPS-Sac-0730 P46988 PFD1 YJL179W Saccharomyces_cerevisiae P-body Regulator 23791177 
LLPS-Sac-0738 P38228 TCM62 YBR044C Saccharomyces_cerevisiae P-body Regulator 23791177 
LLPS-Sac-0739 Q12495 RLF2 YPR018W Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0744 P38144 ISW1 YBR245C Saccharomyces_cerevisiae Stress-granule,Others Regulator 23791177 
LLPS-Sac-0751 P53741 BRE5 YNR051C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 2.6777405276951E+31 
LLPS-Sac-0752 P38321 YBR225W YBR225W Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0753 P53633 YIP3 YNL044W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0754 Q12517 DCP1 YOL149W Saccharomyces_cerevisiae P-body Regulator 2.67774052991515E+31 
LLPS-Sac-0759 P40499 ICE2 YIL090W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0760 Q06628 ATG13 YPR185W Saccharomyces_cerevisiae Droplet Regulator 29937223 
LLPS-Sac-0762 P53630 BIO4 YNR057C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0763 P50110 SAM37 YMR060C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0764 P53685 HST1 YOL068C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0768 P46956 PHO86 YJL117W Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0769 Q04279 SEG1 YMR086W Saccharomyces_cerevisiae P-body Regulator 23791177 
LLPS-Sac-0774 P17629 HPR1 YDR138W Saccharomyces_cerevisiae Stress-granule Regulator 2725155023791170 
LLPS-Sac-a031 P0CF22 SDL1 YCL064C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0786 Q04228 UBX2 YML013W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0797 P32917 STE5 YDR103W Saccharomyces_cerevisiae P-body Regulator 23791177 
LLPS-Sac-0799 P53911 EAF7 YNL136W Saccharomyces_cerevisiae Stress-granule Regulator 28231279 
LLPS-Sac-0802 P53094 MDS3 YGL197W Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0819 Q12477 PCL9 YDL179W Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0833 P38353 SSH1 YBR283C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0835 P27895 CIN8 YEL061C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0838 Q04005 ATC1 YDR184C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0842 P26798 INO2 YDR123C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0844 Q01802 AAT1 YKL106W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0845 P40543 YIL024C YIL024C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0847 Q02205 MEH1 YKR007W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-0852 P34233 ASH1 YKL185W Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0854 P38967 TAT2 YOL020W Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0855 P40463 VHS2 YIL135C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0857 P40356 PGD1 YGL025C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0861 P53075 SHE10 YGL228W Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-0862 P33441 MFT1 YML062C Saccharomyces_cerevisiae P-body,Stress-granule Regulator 23791177 
LLPS-Sac-1665 P38280 YSW1 YBR148W Saccharomyces_cerevisiae P-body Regulator 23791177 
LLPS-Sac-1675 P40023 EDC2 YER035W Saccharomyces_cerevisiae P-body Regulator 23791177 
LLPS-Sac-1684 P48235 ECL1 YGR146C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-1690 Q02598 YIL014C-A YIL014C-A Saccharomyces_cerevisiae P-body Regulator 23791177 
LLPS-Sac-1691 P47152 YJR115W YJR115W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-1694 P0CE68 NFT1 YKR103W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-1696 P17214 EST1 YLR233C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-1697 A0A023PZG4 YLR236C YLR236C Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Sac-1709 P53718 NRM1 YNR009W Saccharomyces_cerevisiae Stress-granule Regulator 23791177 
LLPS-Scp-0021 P31209 pab1 SPAC57A7.04c Schizosaccharomyces_pombe Stress-granule Regulator 3.00145362054759E+23 
LLPS-Scp-0022 O74919 rnc1 SPCC757.09c Schizosaccharomyces_pombe Stress-granule Regulator 30014536 
LLPS-Scp-0024 O13310 orb6 SPAC821.12 Schizosaccharomyces_pombe P-body Regulator 27474797 
LLPS-Scp-0053 Q09892 sty1 SPAC24B11.06c Schizosaccharomyces_pombe Stress-granule Regulator 29183915 
LLPS-Scp-0056 O74454 sts5 SPCC16C4.09 Schizosaccharomyces_pombe P-body Regulator 27474797 
LLPS-Scp-0099 Q10281 rkp1 SPAC6B12.15 Schizosaccharomyces_pombe Stress-granule Regulator 22276125 
LLPS-Scp-0140 Q09702 nrd1 SPAC2F7.11 Schizosaccharomyces_pombe Stress-granule Regulator 22276125 
LLPS-Ran-4900 Q9Z214-3 Homer1 ENSRNOG00000047014.3 Rattus_norvegicus Droplet Regulator 30078712 
